x	y	nodetypes	nodenames	cx	cy
0.0172884440400373	146.959297228134	tip	N.pervillei	0.000571949267593823	146.961833390714
0.351469591290264	146.207136162363	tip	N.masoalensis	0.335012831348323	146.215615906502
0.351603672372829	145.443959189875	tip	N.madagascariensis	0.335266772792576	145.435479445736
0.202067374921626	144.709048031182	tip	N.distillatoria	0.185949203572022	144.72318093808
0.202201456004191	143.960003965591	tip	N.khasiana	0.185949203572022	143.960003965591
0.244101794305877	143.196826993102	tip	N.danseri	0.227341658985203	143.196826993102
0.504391774664836	142.077500766785	tip	N.vieillardii	0.443953710932706	142.060541278507
0.534356865086646	140.958174540468	tip	N.x_trichocarpa	0.517088846877467	140.958174540468
0.578288734942351	139.821888825873	tip	N.gracilis	0.51734278832172	139.804929337595
0.735224547490483	138.12593999812	tip	N.bicalcarata	0.482298869014855	138.12593999812
0.548069703076289	136.446950658644	tip	N.tomoriana	0.531309567755615	136.446950658644
0.834769593637519	135.344583920605	tip	N.treubiana	0.575241437611322	135.344583920605
0.774585471349643	133.835189463905	tip	N.neoguineensis	0.632886145456672	133.818229975627
0.708002024666603	132.715863237588	tip	N.lamii	0.690784794746274	132.715863237588
0.756047745919203	131.952686265099	tip	N.monticola	0.738779727710023	131.969645753376
0.756047745919203	131.206468780887	tip	N.papuana	0.738779727710023	131.206468780887
0.744874322372084	129.357884558636	tip	N.ampullaria	0.527246504647573	129.340925070359
0.612316888472208	127.441462383276	tip	N.x_hookeriana	0.595302811707281	127.441462383276
0.736494254711749	126.712204387342	tip	N.rafflesiana	0.62983884812564	126.712204387342
0.73649425471175	125.321526348584	tip	N.hemsleyansa	0.629838848125639	125.304566860307
0.736494254711749	122.421453853126	tip	N.mirabilis	0.637711032897472	122.421453853126
0.667930064763536	120.725505025373	tip	N.echinostoma	0.650408105110104	120.725505025373
0.703735808403159	118.69036643207	tip	N.orbiculata	0.663867001655494	118.69036643207
0.754270155809434	114.721846175127	tip	N.rowanae	0.737256079044508	114.738805663405
